etf_code,date,datetime,minute_idx,fwd_ret_1m,horizon_min,pred_ret,pred_dir,confidence,signed_ret_bps,net_signed_ret_bps,fwd_ret_2m,fwd_ret_3m,fwd_ret_4m,fwd_ret_5m,breadth_diff_1,ret_oc,gap_abs,open30_flip_rate,open30_abs_bdiff_mean,open30_trendness,pred_sign,breadth_sign,breadth_align,conf_q,shock_q,flip_q,bdiff_q,trend_min,gap_q,conf_thr,shock_thr,flip_thr,bdiff_thr,gap_thr
510300.XSHG,2024-09-24,2024-09-24 10:17:00,46,,5,0.0013806509017296278,1.0,0.0014410561325119092,30.257209165371112,24.257209165371112,,,,0.0030257209165371114,905.0,-0.0030257209165370676,0.10915313768318838,0.5,1023.7241379310345,1.0,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.001419475704310071,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 10:53:00,82,,5,0.002509573244621231,1.0,0.0026110651423637008,80.53734807096825,74.53734807096825,,,,0.008053734807096825,324.0,-0.005376357036380406,0.013415572722654916,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 11:13:00,102,,5,0.0024990765424641186,1.0,0.002600143933679733,80.32171697264253,74.32171697264253,,,,0.008032171697264253,9.0,-0.005361943141385399,0.05928351176883638,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 13:13:00,132,,5,0.00533972279168647,1.0,0.005555671300345667,0.0,-6.0,,,,0.0,498.0,-0.012837146760680719,0.03892755912167222,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 13:19:00,138,,5,0.0029500956640628974,1.0,0.003069403123253141,-26.075634070808302,-32.075634070808306,,,,-0.0026075634070808302,678.0,-0.005194816877104023,0.05951106547583716,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 13:38:00,157,,5,0.0016854604725009075,1.0,0.001753623688016004,-26.350476380050022,-32.350476380050026,,,,-0.0026350476380050023,596.0,0.0,0.10019607843137254,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-09-27,2024-09-27 14:23:00,202,,5,0.0013846894873411556,1.0,0.0014406889542447456,0.0,-6.0,,,,0.0,171.0,-0.005208345107138235,0.14991422746007943,0.4,1636.6206896551723,0.058506845137806456,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0014210959303254847,1829.4,0.6333333333333333,2055.4137931034484,
510300.XSHG,2024-10-08,2024-10-08 10:39:00,68,,5,0.002438880092214317,1.0,0.0024932293897641676,301.9973986363241,295.9973986363241,,,,0.03019973986363241,1309.0,-0.007050557996666687,0.3605244273003339,0.4666666666666667,893.3448275862069,0.2255331262414052,1.0,1.0,True,0.99,0.9,0.7,1.0,0.0,0.0,0.0014337292039147563,1783.4000000000003,0.6,2177.0344827586205,
510300.XSHG,2024-10-08,2024-10-08 10:51:00,80,,5,0.0014734969250009746,1.0,0.0015063331120162033,46.083030861941815,40.083030861941815,,,,0.004608303086194181,377.0,-0.004608303086194107,0.4801985975215299,0.4666666666666667,893.3448275862069,0.2255331262414052,1.0,1.0,True,0.99,0.9,0.7,1.0,0.0,0.0,0.0014337292039147563,1783.4000000000003,0.6,2177.0344827586205,
510300.XSHG,2025-04-02,2025-04-02 13:16:00,135,,5,0.0012183919547483222,1.0,0.0012667215981243462,25.09411605425707,19.09411605425707,,,,0.002509411605425707,473.0,-0.002509411605425807,0.09140262304288933,0.6333333333333333,1573.4137931034484,1.9960910462248305e-14,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0012272716115717954,2380.9,0.6666666666666666,2246.9655172413795,
510300.XSHG,2025-04-07,2025-04-07 10:20:00,49,,5,0.001375334273759847,1.0,0.0014296651238547657,53.476063265952774,47.476063265952774,,,,0.005347606326595277,328.0,-0.002677377770716403,0.15517689148400177,0.43333333333333335,1994.3103448275863,0.30863447156758866,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0011882368671294154,2350.0,0.6666666666666666,2246.9655172413795,
510300.XSHG,2025-04-07,2025-04-07 11:21:00,110,,5,0.0011446853005367635,1.0,0.001189904653137715,0.0,-6.0,,,,0.0,131.0,-0.0026917916657115256,0.14844611924656237,0.43333333333333335,1994.3103448275863,0.30863447156758866,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0011882368671294154,2350.0,0.6666666666666666,2246.9655172413795,
510300.XSHG,2025-04-07,2025-04-07 13:02:00,121,,5,0.0011660594448574604,1.0,0.001212123156137717,0.0,-6.0,,,,0.0,1453.0,-0.0026990569691649467,0.16944644001585743,0.43333333333333335,1994.3103448275863,0.30863447156758866,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0011882368671294154,2350.0,0.6666666666666666,2246.9655172413795,
