train_start,train_end,test_start,test_end,total_return,sharpe,mean_daily_pnl,n_trades,win_rate
2016-12-05,2017-11-22,2017-11-28,2018-02-22,0.01773693362537987,6.46462619159005,0.0011767687124633545,34,0.4666666666666667
2017-03-07,2018-02-22,2018-02-28,2018-05-23,0.020876869967829226,7.080474333956748,0.0013829986430334998,49,0.6666666666666666
2017-06-06,2018-05-23,2018-05-29,2018-08-16,0.032980680090565206,6.868543239592012,0.0021776498482349534,75,0.5333333333333333
2017-08-29,2018-08-16,2018-08-22,2018-11-16,0.04690212342282907,8.855575483770822,0.0030748925633134598,100,0.7333333333333333
2017-11-28,2018-11-16,2018-11-22,2019-02-19,0.0018866975568396782,3.2544041154581467,0.00012585002072112872,47,0.4
2018-02-28,2019-02-19,2019-02-25,2019-05-20,0.12239349928591126,12.72726497854872,0.007771583502953656,210,0.8666666666666667
2018-05-29,2019-05-20,2019-05-24,2019-08-13,0.00965289367257438,5.438129030290872,0.0006423340031832702,119,0.8
2018-08-22,2019-08-13,2019-08-19,2019-11-13,0.002156503264594045,3.2984723448290083,0.00014385233206540857,35,0.3333333333333333
2018-11-22,2019-11-13,2019-11-19,2020-02-14,0.017672956027669384,9.124624290125285,0.0011705735618625973,56,0.6
2019-02-25,2020-02-14,2020-02-20,2020-05-14,0.08253049699665405,9.16571734999747,0.00534104641345853,146,0.8
2019-05-24,2020-05-14,2020-05-20,2020-08-10,0.06963476525541235,7.808772051768428,0.0045379798159248304,151,0.6
2019-08-19,2020-08-10,2020-08-14,2020-11-10,0.0138964605998948,6.494765607111908,0.000922915695064648,81,0.7333333333333333
2019-11-19,2020-11-10,2020-11-16,2021-02-03,-0.0009978698578899659,-1.3251025436232462,-6.62528917350078e-05,50,0.4666666666666667
2020-02-20,2021-02-03,2021-02-09,2021-05-11,0.0028130059139428454,2.473559115986651,0.00018798637787921952,96,0.4666666666666667
2020-05-20,2021-05-11,2021-05-17,2021-08-04,0.00768514499961892,3.42600200833442,0.0005132170024721622,81,0.4
2020-08-14,2021-08-04,2021-08-10,2021-11-05,0.01259543869294144,5.21169353263603,0.0008379203358355974,174,0.6
2020-11-16,2021-11-05,2021-11-11,2022-02-07,0.005082175984168824,6.223536414032664,0.0003383680987496561,56,0.4
2021-02-09,2022-02-07,2022-02-11,2022-05-09,0.022134890996628798,14.442899986348536,0.0014618670272102756,127,0.8
2021-05-17,2022-05-09,2022-05-13,2022-08-02,0.041626394948841794,10.462508297566366,0.002730756708771793,133,0.7333333333333333
2021-08-10,2022-08-02,2022-08-08,2022-11-02,0.025102548209866127,12.546210374447206,0.0016563143725478056,153,0.8
2021-11-11,2022-11-02,2022-11-08,2023-02-02,0.0015419212375844538,1.0727072256501031,0.00010385220920947516,72,0.4
2022-02-11,2023-02-02,2023-02-08,2023-04-28,0.006720121899031817,6.782895872483493,0.00044713406159846685,67,0.6666666666666666
2022-05-13,2023-04-28,2023-05-09,2023-07-28,0.010154412076275765,6.609268820177023,0.000675034213405998,84,0.4666666666666667
2022-08-08,2023-07-28,2023-08-03,2023-10-30,-0.003466437920844556,-0.6398798475559377,-0.00021737949972304172,134,0.5333333333333333
2022-11-08,2023-10-30,2023-11-03,2024-01-23,0.023593789878054272,6.2397222321490915,0.0015633808098092883,153,0.7333333333333333
2023-02-08,2024-01-23,2024-01-29,2024-04-26,0.042997149693386305,6.880664398002716,0.0028309890452586015,295,0.8
2023-05-09,2024-04-26,2024-05-07,2024-07-25,0.009912964247078104,6.226075843639072,0.000659181658616099,152,0.6
2023-08-03,2024-07-25,2024-07-31,2024-10-28,0.14181881778777883,4.748807812954083,0.009313608712075962,424,0.6666666666666666
2023-11-03,2024-10-28,2024-11-01,2025-01-21,0.145025483497903,12.298335636080424,0.009134304763562938,396,1.0
2024-01-29,2025-01-21,2025-01-27,2025-04-24,0.023786050394727143,6.780770749894329,0.001574915933934999,316,0.8666666666666667
2024-05-07,2025-04-24,2025-04-30,2025-07-23,0.00031611193463954024,0.44494590696676883,2.1349390950978014e-05,67,0.3333333333333333
2024-07-31,2025-07-23,2025-07-29,2025-10-23,0.020488430930621915,3.0709406706599363,0.001377078363483117,243,0.7333333333333333
2024-11-01,2025-10-23,2025-10-29,2026-01-19,0.035513620728452544,4.292058300572872,0.0023652921835548733,251,0.6
