label,hold,th_long_mult,th_short_mult,scaled,ret,ann,sharpe,dd,wr,avg_bps,trades,trades_per_day
h2_L1.5_S1.0_1x,2,1.5,1.0,False,-0.36163184485698374,-0.6625011181300107,-16.524096228253363,-0.3575923515660785,0.08,-44.6952299321113,712,7.12
h5_L1.5_S1.0_1x,5,1.5,1.0,False,-0.45065002755432737,-0.7653422840654011,-17.535246808286328,-0.44611654837969195,0.07,-59.58390244534168,388,3.88
h3_L1.5_S1.0_1x,3,1.5,1.0,False,-0.38168881821299216,-0.687592692937659,-17.623012290061933,-0.3758681333750674,0.11,-47.87181003123785,552,5.52
h1_L1.5_S1.0_sc,1,1.5,1.0,True,-0.33188009605279245,-0.6231680894597046,-18.074415008298395,-0.3289609953960767,0.1,-40.18775466775872,933,9.33
h5_L2.0_S1.0_sc,5,2.0,1.0,True,-0.4749442990078835,-0.7896720370656398,-18.520376204928468,-0.47027141452040033,0.07,-64.07352403451917,352,3.52
h3_L2.0_S1.0_sc,3,2.0,1.0,True,-0.39620013459807624,-0.7050413826933959,-19.635209583264633,-0.39043475674963646,0.1,-50.244945302699286,503,5.03
h2_L2.0_S1.0_sc,2,2.0,1.0,True,-0.37823943085598843,-0.6833583156680136,-20.933058406727454,-0.37456180675160977,0.08,-47.34533296223753,655,6.55
h3_L2.0_S1.0_1x,3,2.0,1.0,False,-0.38892820934731853,-0.6963710274361512,-21.27000333645853,-0.38317567500618666,0.1,-49.068488253165285,538,5.38
h2_L2.0_S1.0_1x,2,2.0,1.0,False,-0.3740888728654983,-0.6782187999949006,-21.295572882841302,-0.37012820568873994,0.07,-46.686900739756474,690,6.9
h8_L1.5_S1.0_1x,8,1.5,1.0,False,-0.5260079354182543,-0.83580270749951,-21.640648632539992,-0.5207927210965837,0.05,-74.23573618829197,301,3.01
h1_L2.0_S1.0_sc,1,2.0,1.0,True,-0.33905202335272167,-0.6328827332010104,-21.789678234865427,-0.3361642577566253,0.1,-41.278900531024796,903,9.03
h8_L2.0_S1.0_1x,8,2.0,1.0,False,-0.5315648128198398,-0.8404224419812573,-22.552785640326473,-0.5264107394091126,0.04,-75.4133352857427,276,2.76
h5_L2.0_S1.0_1x,5,2.0,1.0,False,-0.4676838493526274,-0.7825644576077923,-23.289447854025582,-0.4632909408164928,0.06,-62.76553601746233,361,3.61
h1_L1.5_S1.0_1x,1,1.5,1.0,False,-0.34528254292287563,-0.6412016075495195,-24.526072404216386,-0.34201344194641814,0.07,-42.229640585126134,925,9.25
h1_L2.0_S1.0_1x,1,2.0,1.0,False,-0.3508455638337937,-0.6485348803616771,-27.665091794849687,-0.34760423984250033,0.06,-43.08581554369608,893,8.93
