candidate,test_start,test_end,rule,states,require_highconf,minute_min,hold_bars,dir5_abs_min,dir10_max,exh10_q,ipg10_q,th_exh10_max,th_ipg10_min,test_n_days,test_n_trade_days,test_n_trades,test_win_rate,test_avg_net_bps,test_median_net_bps,test_p25_net_bps,test_p75_net_bps,test_first_half_avg_net_bps,test_second_half_avg_net_bps,test_total_return_unlevered,test_annual_return_unlevered,test_sharpe_unlevered,test_max_drawdown_unlevered,test_calmar_unlevered
ipg0_fixed,2025-12-02,2025-12-29,ED,EMERGING_DOWN,0,30,30,0.75,0.45,0.9,0.4,0.6272769005962611,0.004176452596664326,20,3,4,0.75,2.9230390059871905,2.90394260832001,1.3390215998488495,4.487960014458351,1.9010174026335882,3.9450606093407927,0.001169547344223698,0.014243742877149801,5.10300943100587,-1.65366208680906e-05,861.3454339172047
ipg0_fixed,2025-12-30,2026-01-28,ED,EMERGING_DOWN,0,30,30,0.75,0.45,0.9,0.4,0.6199840420496592,0.004176452596664326,20,4,5,1.0,37.39797136409135,36.249852640249586,18.792758016724378,56.376811383109676,46.313332011679634,31.45439759903248,0.0188086536943326,0.25291256498257453,6.111535212166122,0.0,
ipg0_fixed,2026-01-29,2026-03-05,ED,EMERGING_DOWN,0,30,30,0.75,0.45,0.9,0.4,0.6126911835030573,0.004176452596664326,20,3,4,0.25,-9.302334937539733,-3.4430292741533832,-14.589200874497628,1.8438366628045122,3.9593434528864884,-22.564013327965956,-0.003724529672493593,-0.04414680969085416,-2.869585963508227,-0.004512802665593174,-9.782570380806003
ipg0_fixed,2026-03-06,2026-04-02,ED,EMERGING_DOWN,0,30,30,0.75,0.45,0.9,0.4,0.6906881651162327,0.041949810335646806,20,6,7,0.7142857142857143,20.41556674320944,14.614373452680397,-0.1782243971649029,41.52911791545435,6.7742067865123365,30.646586710732258,0.014311712845020974,0.1876115997585759,4.028354555186007,-0.0006710677581679425,279.5717682380799
