date,equity,day_pnl,contracts
2025-12-02,500000.0,0.0,0
2025-12-03,500000.0,0.0,0
2025-12-04,500000.0,0.0,0
2025-12-05,500000.0,0.0,0
2025-12-08,500000.0,0.0,0
2025-12-09,500000.0,0.0,0
2025-12-10,500000.0,0.0,0
2025-12-11,500000.0,0.0,0
2025-12-12,500000.0,0.0,0
2025-12-15,500000.0,0.0,0
2025-12-16,500000.0,0.0,0
2025-12-17,500000.0,0.0,0
2025-12-18,500000.0,0.0,0
2025-12-19,500000.0,0.0,0
2025-12-22,502471.48540309333,2471.485403093362,6
2025-12-23,505053.34948877734,2581.8640856840093,3
2025-12-24,505053.34948877734,0.0,0
2025-12-25,505053.34948877734,0.0,0
2025-12-26,505053.34948877734,0.0,0
2025-12-29,505053.34948877734,0.0,0
2025-12-30,505053.34948877734,0.0,0
2025-12-31,505053.34948877734,0.0,0
2026-01-05,505053.34948877734,0.0,0
2026-01-06,505053.34948877734,0.0,0
2026-01-07,505053.34948877734,0.0,0
2026-01-08,505053.34948877734,0.0,0
2026-01-09,529249.7575851259,24196.408096348467,3
2026-01-12,529249.7575851259,0.0,0
2026-01-13,570375.0194407571,41125.26185563127,6
2026-01-14,609061.2394035393,38686.219962782285,3
2026-01-15,618444.8616993646,9383.622295825313,4
2026-01-16,618444.8616993646,0.0,0
2026-01-19,618444.8616993646,0.0,0
2026-01-20,629107.1208877334,10662.259188368744,4
2026-01-21,629107.1208877334,0.0,0
2026-01-22,665074.32213884,35967.20125110655,4
2026-01-23,665074.32213884,0.0,0
2026-01-26,665074.32213884,0.0,0
2026-01-27,672126.6245401883,7052.302401348402,4
2026-01-28,691210.8848528692,19084.26031268083,4
2026-01-29,691210.8848528692,0.0,0
2026-01-30,691210.8848528692,0.0,0
2026-02-02,691210.8848528692,0.0,0
2026-02-03,691210.8848528692,0.0,0
2026-02-04,691210.8848528692,0.0,0
2026-02-05,691210.8848528692,0.0,0
2026-02-06,691210.8848528692,0.0,0
2026-02-09,691210.8848528692,0.0,0
2026-02-10,691056.6522882113,-154.2325646579621,4
2026-02-11,691056.6522882113,0.0,0
2026-02-12,691056.6522882113,0.0,0
2026-02-13,691056.6522882113,0.0,0
2026-02-24,691056.6522882113,0.0,0
2026-02-25,691056.6522882113,0.0,0
2026-02-26,695706.4817830147,4649.829494803396,4
2026-02-27,695706.4817830147,0.0,0
2026-03-02,695706.4817830147,0.0,0
2026-03-03,696704.6314022333,998.1496192185805,8
2026-03-04,696704.6314022333,0.0,0
2026-03-05,696704.6314022333,0.0,0
2026-03-06,686996.1085860009,-9708.522816232433,4
2026-03-09,686996.1085860009,0.0,0
2026-03-10,686996.1085860009,0.0,0
2026-03-11,687935.5384203499,939.4298343490991,8
2026-03-12,666247.101292307,-21688.437128042897,4
2026-03-13,666247.101292307,0.0,0
2026-03-16,666247.101292307,0.0,0
2026-03-17,666247.101292307,0.0,0
2026-03-18,666247.101292307,0.0,0
2026-03-19,666247.101292307,0.0,0
2026-03-20,669761.4981500143,3514.396857707339,4
2026-03-23,723292.019793583,53530.52164356868,9
2026-03-24,723292.019793583,0.0,0
2026-03-25,723292.019793583,0.0,0
2026-03-26,723292.019793583,0.0,0
2026-03-27,723292.019793583,0.0,0
2026-03-30,723292.019793583,0.0,0
2026-03-31,723292.019793583,0.0,0
2026-04-01,718739.1605882925,-4552.8592052904205,5
2026-04-02,718739.1605882925,0.0,0
