date,conf_q,shock_q,flip_q,bdiff_q,trend_min,gap_q,conf_thr,shock_thr,flip_thr,bdiff_thr,gap_thr,test_n_preds
2024-03-08,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-11,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-12,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-13,0.99,0.9,0.7,0.9,0.1,0.5,0.0014551726690152703,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-14,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-15,0.99,0.9,0.7,0.9,0.1,0.5,0.0014557654393751258,1788.0,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-18,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1793.8000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-19,0.99,0.9,0.7,0.9,0.1,0.5,0.0014554035666039045,1793.8000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-20,0.99,0.9,0.7,0.9,0.1,0.5,0.001456029644524977,1793.8000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-03-21,0.99,0.9,0.7,0.9,0.1,0.5,0.0014566370166282348,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-22,0.99,0.9,0.7,0.9,0.1,0.5,0.0014566370166282348,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-25,0.99,0.9,0.7,0.9,0.1,0.5,0.0014566370166282348,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-26,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-27,0.99,0.9,0.7,0.9,0.1,0.5,0.0014565628930882709,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-28,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-03-29,0.99,0.9,0.7,0.9,0.1,0.5,0.0014575157890129949,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-01,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-02,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-03,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-08,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-09,0.99,0.9,0.7,0.9,0.1,0.5,0.0014575157890129949,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-10,0.99,0.9,0.7,0.9,0.1,0.5,0.0014575157890129949,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-11,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-12,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-15,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-16,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578746935386133,1811.1999999999998,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-04-17,0.99,0.9,0.7,0.9,0.1,0.5,0.0014581964242982824,1811.1999999999998,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-04-18,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578746935386133,1811.1999999999998,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-04-19,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578746935386133,1811.1999999999998,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-04-22,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-23,0.99,0.9,0.7,0.9,0.1,0.5,0.0014565628930882709,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-24,0.99,0.9,0.7,0.9,0.1,0.5,0.0014565628930882709,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-25,0.99,0.9,0.7,0.9,0.1,0.5,0.0014575157890129949,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-26,0.99,0.9,0.7,0.9,0.1,0.5,0.0014575157890129949,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-29,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-04-30,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-06,0.99,0.9,0.7,0.9,0.1,0.5,0.0014578120256427557,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-07,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-08,0.99,0.9,0.7,0.9,0.1,0.5,0.0014571604391722221,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-09,0.99,0.9,0.7,0.9,0.1,0.5,0.0014563969354234765,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-10,0.99,0.9,0.7,0.9,0.1,0.5,0.0014560225151508388,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-13,0.99,0.9,0.7,0.9,0.1,0.5,0.0014560225151508388,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-14,0.99,0.9,0.7,0.9,0.1,0.5,0.0014560225151508388,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-15,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-16,0.99,0.9,0.7,0.9,0.1,0.5,0.0014552575966281565,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-17,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-20,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-21,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
