date,equity,day_pnl,contracts
2025-12-02,500000.0,0.0,0
2025-12-03,500000.0,0.0,0
2025-12-04,500000.0,0.0,0
2025-12-05,500000.0,0.0,0
2025-12-08,500000.0,0.0,0
2025-12-09,500000.0,0.0,0
2025-12-10,500000.0,0.0,0
2025-12-11,500000.0,0.0,0
2025-12-12,500000.0,0.0,0
2025-12-15,500000.0,0.0,0
2025-12-16,500000.0,0.0,0
2025-12-17,500000.0,0.0,0
2025-12-18,500000.0,0.0,0
2025-12-19,500000.0,0.0,0
2025-12-22,500000.0,0.0,0
2025-12-23,502581.864085684,2581.8640856840093,3
2025-12-24,502581.864085684,0.0,0
2025-12-25,502581.864085684,0.0,0
2025-12-26,502581.864085684,0.0,0
2025-12-29,502581.864085684,0.0,0
2025-12-30,502581.864085684,0.0,0
2025-12-31,502581.864085684,0.0,0
2026-01-05,502581.864085684,0.0,0
2026-01-06,502581.864085684,0.0,0
2026-01-07,502581.864085684,0.0,0
2026-01-08,502581.864085684,0.0,0
2026-01-09,502581.864085684,0.0,0
2026-01-12,502581.864085684,0.0,0
2026-01-13,543707.1259413153,41125.26185563127,6
2026-01-14,543707.1259413153,0.0,0
2026-01-15,543707.1259413153,0.0,0
2026-01-16,543707.1259413153,0.0,0
2026-01-19,543707.1259413153,0.0,0
2026-01-20,551703.8203325919,7996.694391276557,3
2026-01-21,551703.8203325919,0.0,0
2026-01-22,551703.8203325919,0.0,0
2026-01-23,551703.8203325919,0.0,0
2026-01-26,551703.8203325919,0.0,0
2026-01-27,551703.8203325919,0.0,0
2026-01-28,551703.8203325919,0.0,0
2026-01-29,551703.8203325919,0.0,0
2026-01-30,551703.8203325919,0.0,0
2026-02-02,551703.8203325919,0.0,0
2026-02-03,551703.8203325919,0.0,0
2026-02-04,551703.8203325919,0.0,0
2026-02-05,551703.8203325919,0.0,0
2026-02-06,551703.8203325919,0.0,0
2026-02-09,551703.8203325919,0.0,0
2026-02-10,551703.8203325919,0.0,0
2026-02-11,551703.8203325919,0.0,0
2026-02-12,551703.8203325919,0.0,0
2026-02-13,551703.8203325919,0.0,0
2026-02-24,551703.8203325919,0.0,0
2026-02-25,551703.8203325919,0.0,0
2026-02-26,555191.1924536944,3487.3721211025477,3
2026-02-27,555191.1924536944,0.0,0
2026-03-02,555191.1924536944,0.0,0
2026-03-03,536098.638534221,-19092.55391947352,6
2026-03-04,536098.638534221,0.0,0
2026-03-05,536098.638534221,0.0,0
2026-03-06,536098.638534221,0.0,0
2026-03-09,536098.638534221,0.0,0
2026-03-10,536098.638534221,0.0,0
2026-03-11,542297.6173216444,6198.978787423444,3
2026-03-12,542297.6173216444,0.0,0
2026-03-13,542297.6173216444,0.0,0
2026-03-16,542297.6173216444,0.0,0
2026-03-17,552102.9761110377,9805.358789393165,3
2026-03-18,552102.9761110377,0.0,0
2026-03-19,552102.9761110377,0.0,0
2026-03-20,554738.7737543181,2635.7976432805044,3
2026-03-23,604058.2453957008,49319.47164138265,8
2026-03-24,604058.2453957008,0.0,0
2026-03-25,604058.2453957008,0.0,0
2026-03-26,604058.2453957008,0.0,0
2026-03-27,604058.2453957008,0.0,0
2026-03-30,604058.2453957008,0.0,0
2026-03-31,604058.2453957008,0.0,0
2026-04-01,600415.9580314684,-3642.2873642323366,4
2026-04-02,600415.9580314684,0.0,0
