date,signal_datetime,entry_datetime,exit_datetime,signal_minute_idx,entry_minute_idx,exit_minute_idx,hold_bars,side,entry_px,exit_px,gross_bps,net_bps,consensus_short,DirScore_5,DirScore_10,Exhaustion_10,IPG_10,Sector_Down_Frac_10,Bucket_Top_Sign_10,Bucket_Penetration_10,EW_SignedBreadth_10,IPG_velocity_10,WavefrontDown_Frac_5
2025-10-20,2025-10-20 13:12:00,2025-10-20 13:13:00,2025-10-20 13:43:00,131,132,162,30,-1,4.648,4.641,15.071592905712516,10.571592905712516,6,-1.2863619899185226,-1.0838031425791996,0.0,1.242641419197285,0.5862068965517241,-0.18333333333333332,-0.12333333333333332,-0.21180555555555555,1.1411772677279595,0.14930555555555555
2025-10-23,2025-10-23 10:17:00,2025-10-23 10:18:00,2025-10-23 10:48:00,46,47,77,30,-1,4.648,4.667,-40.794474180683764,-45.294474180683764,5,-0.8153221245997467,-0.2949875701562082,0.33125503243556986,0.6072832549758321,0.5172413793103449,-0.15,-0.18448275862068964,-0.0707070707070707,0.16500318497816835,0.02356902356902357
2025-11-17,2025-11-17 13:59:00,2025-11-17 14:00:00,2025-11-17 14:30:00,178,179,209,30,-1,4.7,4.703,-6.380942468980873,-10.880942468980873,4,-1.3000753912352698,-1.4619329397953955,0.0,0.09528998591501392,0.6551724137931034,-0.13333333333333333,0.17175141242937855,-0.27759197324414714,-0.016021257532556912,0.2842809364548495
2025-11-20,2025-11-20 10:01:00,2025-11-20 10:02:00,2025-11-20 10:32:00,30,31,61,30,-1,4.716,4.698,38.240964384033944,33.740964384033944,4,-1.192640454328011,-1.1612749104683227,0.2727417246279028,0.10947366810204318,0.5517241379310345,-0.3,-0.17719298245614035,-0.22972972972972974,-0.3423822345806502,0.04391891891891892
2025-12-23,2025-12-23 13:57:00,2025-12-23 13:58:00,2025-12-23 14:28:00,176,177,207,30,-1,4.742,4.737,10.549637015989525,6.049637015989525,6,-1.1151450349858014,-0.13482097890502873,0.0,2.226638325017648,0.9655172413793104,-0.8305084745762712,-0.1694915254237288,-0.7248322147651006,0.08976107210843365,0.09731543624161074
2026-01-13,2026-01-13 10:03:00,2026-01-13 10:04:00,2026-01-13 10:34:00,32,33,63,30,-1,4.943,4.913,60.876811383109676,56.376811383109676,5,-0.9526080177649303,-0.20459058847057826,0.42412805673651893,0.03640838007169955,0.4482758620689655,-0.21666666666666667,-0.35,0.006688963210702341,-1.5969801659235405,0.0802675585284281
2026-01-13,2026-01-13 11:24:00,2026-01-13 11:25:00,2026-01-13 13:25:00,113,114,144,30,-1,4.918,4.898,40.749852640249586,36.249852640249586,4,-0.835752174419842,-1.4114814638514008,0.0,0.8017255195830815,0.7241379310344828,-0.2833333333333333,0.21666666666666667,-0.3864406779661017,-0.12682567141584844,0.20677966101694914
2026-01-20,2026-01-20 13:52:00,2026-01-20 13:53:00,2026-01-20 14:23:00,171,172,202,30,-1,4.728,4.717,23.292758016724378,18.792758016724378,6,-1.1698502097729484,-0.8335329244756033,0.1139055780808269,0.09449080198701343,0.3448275862068966,0.1,-0.1,0.11666666666666667,0.10536320970471691,0.08333333333333333
2026-02-26,2026-02-26 13:51:00,2026-02-26 13:52:00,2026-02-26 14:22:00,170,171,201,30,-1,4.731,4.725,12.690357033050441,8.190357033050441,5,-1.0151188015445547,-0.3669464077646675,0.08853846080753261,0.3196522938376722,0.6551724137931034,-0.2833333333333333,-0.008823529411764675,-0.22569444444444445,0.14388512737311404,0.17708333333333334
2026-03-03,2026-03-03 10:06:00,2026-03-03 10:07:00,2026-03-03 10:37:00,35,36,66,30,-1,4.696,4.712,-34.01363823490261,-38.51363823490261,4,-1.047589332700142,-0.322061829839274,0.0,2.1210440142899554,0.9655172413793104,-0.7,-0.016666666666666607,-0.6789297658862876,-0.9423632340333628,0.15719063545150502
2026-03-03,2026-03-03 10:58:00,2026-03-03 10:59:00,2026-03-03 11:29:00,87,88,118,30,-1,4.729,4.73,-2.114388421029302,-6.614388421029302,4,-0.7745248772443749,0.41425430773724087,0.08999953767514549,0.37798312126940237,0.3103448275862069,-0.016666666666666666,-0.37873563218390804,0.15488215488215487,0.49982551125611596,0.09090909090909091
